species_id,species_form,move_id,is_elite_move
17,NORMAL,742,False
17,NORMAL,771,False
18,NORMAL,21,False
18,NORMAL,22,False
18,NORMAL,82,True
18,NORMAL,83,False
18,NORMAL,152,False
18,NORMAL,239,False
18,NORMAL,742,True
18,NORMAL,771,False
18,NORMAL,787,False
18,NORMAL,873,True
19,ALOLA,43,False
19,ALOLA,88,False
19,ALOLA,175,False
19,ALOLA,751,False
19,ALOLA,753,False
19,NORMAL,9,False
19,NORMAL,88,False
19,NORMAL,89,False
19,NORMAL,751,False
19,NORMAL,753,False
20,ALOLA,2,False
20,ALOLA,88,False
20,ALOLA,175,False
20,ALOLA,734,False
20,ALOLA,751,False
20,NORMAL,2,False
20,NORMAL,9,False
20,NORMAL,88,False
20,NORMAL,734,False
20,NORMAL,751,False
21,NORMAL,18,False
21,NORMAL,22,False
21,NORMAL,50,True
21,NORMAL,153,False
21,NORMAL,743,False
21,NORMAL,751,False
22,NORMAL,18,False
22,NORMAL,22,False
22,NORMAL,23,False
22,NORMAL,50,True
22,NORMAL,153,False
22,NORMAL,233,False
22,NORMAL,743,False
22,NORMAL,771,False
23,NORMAL,1,False
23,NORMAL,27,False
23,NORMAL,59,False
23,NORMAL,61,True
23,NORMAL,757,False
23,NORMAL,768,False
24,NORMAL,3,False
24,NORMAL,60,False
24,NORMAL,61,False
24,NORMAL,199,False
24,NORMAL,734,False
24,NORMAL,757,False
24,NORMAL,768,False
24,NORMAL,785,False
25,NORMAL,16,False
25,NORMAL,48,True
25,NORMAL,49,False
25,NORMAL,147,False
25,NORMAL,180,True
25,NORMAL,737,False
25,NORMAL,751,False
25,NORMAL,823,True
26,ALOLA,35,False
26,ALOLA,47,False
26,ALOLA,74,False
26,ALOLA,147,False
26,ALOLA,168,False
26,ALOLA,180,False
26,ALOLA,279,False
26,ALOLA,737,False
26,ALOLA,738,False
26,ALOLA,782,False
26,NORMAL,47,False
26,NORMAL,48,True
26,NORMAL,84,False
26,NORMAL,147,False
26,NORMAL,180,False
26,NORMAL,198,False
26,NORMAL,279,False
26,NORMAL,737,False
26,NORMAL,738,False
26,NORMAL,782,False
26,NORMAL,850,False
27,ALOLA,20,False
27,ALOLA,28,False
27,ALOLA,163,False
27,ALOLA,760,False
27,ALOLA,776,False
27,NORMAL,9,False
27,NORMAL,37,True
27,NORMAL,38,False
27,NORMAL,154,False
27,NORMAL,748,False
27,NORMAL,752,False
27,NORMAL,926,False
28,ALOLA,14,False
28,ALOLA,20,False
28,ALOLA,22,False
28,ALOLA,23,False
28,ALOLA,63,False
28,ALOLA,163,False
28,ALOLA,745,True
28,ALOLA,760,False
28,ALOLA,776,False
28,NORMAL,12,False
28,NORMAL,28,True
28,NORMAL,37,False
28,NORMAL,63,False
28,NORMAL,280,False
28,NORMAL,748,False
28,NORMAL,760,False
28,NORMAL,926,False
29,NORMAL,27,False
29,NORMAL,59,False
29,NORMAL,89,False
29,NORMAL,734,False
29,NORMAL,768,False
30,NORMAL,9,False
30,NORMAL,27,False
30,NORMAL,49,False
30,NORMAL,59,False
30,NORMAL,734,False
30,NORMAL,768,False
31,NORMAL,12,False
31,NORMAL,13,False
31,NORMAL,27,False
31,NORMAL,60,False
31,NORMAL,200,False
31,NORMAL,734,False
31,NORMAL,756,False
31,NORMAL,765,False
31,NORMAL,768,False
32,NORMAL,59,False
32,NORMAL,86,False
32,NORMAL,89,False
32,NORMAL,743,False
32,NORMAL,768,False
33,NORMAL,9,False
33,NORMAL,19,False
33,NORMAL,59,False
33,NORMAL,86,False
33,NORMAL,756,False
33,NORMAL,768,False
34,NORMAL,7,False
34,NORMAL,12,False
34,NORMAL,60,False
34,NORMAL,154,False
34,NORMAL,200,False
34,NORMAL,732,True
34,NORMAL,756,False
34,NORMAL,768,False
34,NORMAL,798,False
34,NORMAL,879,False
35,NORMAL,53,False
35,NORMAL,56,False
35,NORMAL,85,False
35,NORMAL,89,False
35,NORMAL,754,False
35,NORMAL,766,False
36,NORMAL,54,False
36,NORMAL,55,False
36,NORMAL,56,False
36,NORMAL,74,False
36,NORMAL,85,False
36,NORMAL,197,False
36,NORMAL,754,True
36,NORMAL,766,False
36,NORMAL,781,False
36,NORMAL,850,False
36,NORMAL,876,False
37,ALOLA,3,False
37,ALOLA,19,False
37,ALOLA,20,False
37,ALOLA,189,False
37,ALOLA,766,False
37,ALOLA,776,False
37,NORMAL,8,False
37,NORMAL,67,False
37,NORMAL,89,False
37,NORMAL,188,False
37,NORMAL,741,False
37,NORMAL,751,False
38,ALOLA,19,False
38,ALOLA,20,False
38,ALOLA,35,False
38,ALOLA,55,False
38,ALOLA,189,False
38,ALOLA,312,True
38,ALOLA,770,False
38,ALOLA,776,False
38,ALOLA,850,False
38,NORMAL,8,True
38,NORMAL,21,False
38,NORMAL,35,False
38,NORMAL,69,True
38,NORMAL,79,False
38,NORMAL,166,False
38,NORMAL,169,True
38,NORMAL,188,False
38,NORMAL,280,False
38,NORMAL,741,True
38,NORMAL,770,False
38,NORMAL,801,False
39,NORMAL,53,False
39,NORMAL,55,False
39,NORMAL,57,True
39,NORMAL,85,False
39,NORMAL,89,True
39,NORMAL,163,False
39,NORMAL,754,False
39,NORMAL,770,False
40,NORMAL,2,False
40,NORMAL,19,False
40,NORMAL,53,False
40,NORMAL,55,False
40,NORMAL,57,False
40,NORMAL,76,False
40,NORMAL,85,False
40,NORMAL,754,False
40,NORMAL,770,False
40,NORMAL,850,False
41,NORMAL,27,False
41,NORMAL,59,True
41,NORMAL,82,False
41,NORMAL,85,False
41,NORMAL,734,False
41,NORMAL,751,False
42,NORMAL,27,False
42,NORMAL,42,True
42,NORMAL,43,False
42,NORMAL,82,False
42,NORMAL,734,False
42,NORMAL,742,False
43,NORMAL,34,False
43,NORMAL,56,False
43,NORMAL,59,False
43,NORMAL,747,False
43,NORMAL,757,False
44,NORMAL,24,False
44,NORMAL,56,False
44,NORMAL,59,False
44,NORMAL,747,False
44,NORMAL,757,False
45,NORMAL,24,False
45,NORMAL,56,False
45,NORMAL,59,False
45,NORMAL,79,False
45,NORMAL,747,False
45,NORMAL,757,False
46,NORMAL,34,False
46,NORMAL,58,False
46,NORMAL,66,False
46,NORMAL,733,False
46,NORMAL,752,False
47,NORMAL,58,False
47,NORMAL,66,False
47,NORMAL,79,False
47,NORMAL,732,False
47,NORMAL,733,True
47,NORMAL,793,False
48,NORMAL,11,False
48,NORMAL,27,False
48,NORMAL,65,False
48,NORMAL,733,False
48,NORMAL,767,False
49,NORMAL,26,False
49,NORMAL,27,False
49,NORMAL,74,False
49,NORMAL,158,False
49,NORMAL,733,True
49,NORMAL,767,False
49,NORMAL,792,False
49,NORMAL,924,False
50,ALOLA,9,False
50,ALOLA,37,False
50,ALOLA,64,False
50,ALOLA,760,False
50,ALOLA,765,False
50,ALOLA,926,False
50,NORMAL,9,False
50,NORMAL,37,False
50,NORMAL,64,False
50,NORMAL,748,False
50,NORMAL,752,False
50,NORMAL,765,False
51,ALOLA,12,False
51,ALOLA,45,False
51,ALOLA,64,False
51,ALOLA,760,False
51,ALOLA,765,False
51,ALOLA,926,False
51,NORMAL,12,False
51,NORMAL,13,False
51,NORMAL,64,False
51,NORMAL,735,False
51,NORMAL,748,False
51,NORMAL,765,False
52,ALOLA,3,False
52,ALOLA,28,False
52,ALOLA,176,False
52,ALOLA,279,False
52,ALOLA,734,False
52,ALOLA,752,False
52,GALARIAN,9,False
52,GALARIAN,28,False
52,GALARIAN,163,False
52,GALARIAN,279,False
52,GALARIAN,752,False
52,GALARIAN,760,False
52,GALARIAN,925,False
52,NORMAL,3,False
52,NORMAL,28,False
52,NORMAL,89,True
52,NORMAL,176,False
52,NORMAL,734,False
52,NORMAL,752,False
53,ALOLA,3,False
53,ALOLA,57,False
53,ALOLA,176,False
53,ALOLA,225,False
53,ALOLA,279,False
53,ALOLA,752,False
53,ALOLA,770,False
53,NORMAL,28,True
53,NORMAL,39,False
53,NORMAL,57,False
53,NORMAL,176,False
53,NORMAL,225,False
53,NORMAL,752,False
53,NORMAL,770,False
54,NORMAL,10,False
54,NORMAL,11,False
54,NORMAL,33,False
54,NORMAL,762,False
54,NORMAL,766,False
55,NORMAL,10,False
55,NORMAL,19,False
55,NORMAL,29,False
55,NORMAL,73,False
55,NORMAL,74,False
55,NORMAL,218,False
55,NORMAL,270,False
55,NORMAL,762,False
55,NORMAL,767,False
56,NORMAL,10,False
56,NORMAL,31,False
56,NORMAL,84,False
56,NORMAL,740,False
56,NORMAL,752,False
57,NORMAL,10,True
57,NORMAL,14,False
57,NORMAL,28,False
57,NORMAL,31,False
57,NORMAL,141,False
57,NORMAL,298,True
57,NORMAL,739,False
57,NORMAL,740,True
57,NORMAL,775,False
58,HISUIAN,8,False
58,HISUIAN,38,False
58,HISUIAN,175,False
58,HISUIAN,734,False
58,HISUIAN,741,False
58,NORMAL,6,False
58,NORMAL,8,False
58,NORMAL,89,False
58,NORMAL,734,False
58,NORMAL,741,False
59,HISUIAN,8,False
59,HISUIAN,38,False
59,HISUIAN,147,False
59,HISUIAN,175,False
59,HISUIAN,772,False
59,HISUIAN,773,False
59,HISUIAN,810,False
59,NORMAL,8,False
59,NORMAL,63,True
59,NORMAL,69,False
59,NORMAL,147,False
59,NORMAL,175,False
59,NORMAL,242,False
59,NORMAL,280,False
59,NORMAL,734,True
59,NORMAL,772,False
59,NORMAL,810,False
59,NORMAL,856,False
60,NORMAL,29,False
60,NORMAL,64,False
60,NORMAL,89,False
60,NORMAL,748,False
60,NORMAL,769,False
61,NORMAL,29,False
61,NORMAL,64,False
61,NORMAL,71,False
61,NORMAL,72,True
61,NORMAL,748,False
61,NORMAL,769,False
62,NORMAL,14,False
62,NORMAL,30,True
62,NORMAL,72,False
62,NORMAL,73,False
62,NORMAL,76,False
62,NORMAL,142,False
62,NORMAL,213,False
62,NORMAL,748,False
62,NORMAL,769,False
62,NORMAL,773,False
62,NORMAL,775,True
63,NORMAL,35,False
63,NORMAL,43,False
63,NORMAL,65,False
63,NORMAL,766,False
63,NORMAL,781,False
64,NORMAL,11,False
64,NORMAL,43,False
64,NORMAL,55,False
64,NORMAL,758,False
64,NORMAL,767,False
65,NORMAL,43,False
65,NORMAL,55,True
65,NORMAL,74,True
65,NORMAL,78,False
65,NORMAL,143,False
65,NORMAL,171,False
65,NORMAL,758,False
65,NORMAL,767,False
65,NORMAL,775,True
66,NORMAL,10,False
66,NORMAL,31,False
66,NORMAL,84,False
66,NORMAL,739,True
66,NORMAL,740,False
66,NORMAL,773,False
67,NORMAL,10,True
67,NORMAL,30,False
67,NORMAL,84,False
67,NORMAL,142,False
67,NORMAL,739,False
67,NORMAL,740,False
68,NORMAL,10,False
68,NORMAL,13,True
68,NORMAL,30,True
68,NORMAL,38,False
68,NORMAL,141,False
68,NORMAL,142,False
68,NORMAL,164,False
68,NORMAL,225,True
68,NORMAL,740,True
68,NORMAL,761,False
68,NORMAL,775,False
69,NORMAL,1,False
69,NORMAL,59,False
69,NORMAL,81,False
69,NORMAL,746,False
69,NORMAL,757,False
70,NORMAL,34,False
70,NORMAL,59,False
70,NORMAL,81,False
70,NORMAL,747,True
70,NORMAL,757,False
70,NORMAL,803,False
71,NORMAL,59,False
71,NORMAL,79,False
71,NORMAL,80,False
71,NORMAL,199,False
71,NORMAL,207,False
71,NORMAL,747,False
71,NORMAL,757,False
71,NORMAL,880,True
72,NORMAL,1,False
72,NORMAL,29,False
72,NORMAL,71,False
72,NORMAL,768,False
72,NORMAL,769,False
73,NORMAL,20,False
73,NORMAL,60,False
73,NORMAL,72,False
73,NORMAL,73,False
73,NORMAL,199,False
73,NORMAL,225,False
73,NORMAL,756,False
73,NORMAL,757,False
73,NORMAL,768,False
74,ALOLA,37,False
74,ALOLA,38,False
74,ALOLA,49,False
74,ALOLA,759,False
74,ALOLA,782,False
74,NORMAL,9,False
74,NORMAL,37,False
74,NORMAL,38,False
74,NORMAL,753,False
74,NORMAL,759,False
75,ALOLA,13,False
75,ALOLA,49,False
75,ALOLA,155,False
75,ALOLA,759,False
75,ALOLA,782,False
75,NORMAL,9,False
75,NORMAL,13,False
75,NORMAL,38,True
75,NORMAL,155,False
75,NORMAL,748,False
75,NORMAL,759,False
75,NORMAL,765,False
76,ALOLA,13,False
76,ALOLA,147,False
76,ALOLA,155,False
76,ALOLA,759,False
76,ALOLA,782,False
76,ALOLA,891,True
76,NORMAL,12,False
76,NORMAL,13,False
76,NORMAL,36,False
76,NORMAL,155,False
76,NORMAL,748,False
76,NORMAL,759,False
76,NORMAL,765,False
77,GALARIAN,11,False
77,GALARIAN,57,False
77,GALARIAN,85,False
77,GALARIAN,739,False
77,GALARIAN,758,False
77,NORMAL,6,False
77,NORMAL,67,False
77,NORMAL,69,True
77,NORMAL,87,False
77,NORMAL,741,False
77,NORMAL,753,False
78,GALARIAN,7,False
78,GALARIAN,57,False
78,GALARIAN,74,False
78,GALARIAN,89,False
78,GALARIAN,147,True
78,GALARIAN,264,False
78,GALARIAN,739,False
78,GALARIAN,758,False
78,GALARIAN,876,False
78,NORMAL,21,False
78,NORMAL,23,False
78,NORMAL,67,False
78,NORMAL,69,False
78,NORMAL,147,True
78,NORMAL,280,False
78,NORMAL,739,False
78,NORMAL,741,True
78,NORMAL,801,False
78,NORMAL,874,False
79,GALARIAN,35,False
79,GALARIAN,74,False
79,GALARIAN,180,False
79,GALARIAN,767,False
79,GALARIAN,798,False
79,NORMAL,35,False
79,NORMAL,71,False
79,NORMAL,74,False
79,NORMAL,762,False
79,NORMAL,767,False
80,GALARIAN,59,False
80,GALARIAN,72,False
80,GALARIAN,74,False
80,GALARIAN,143,False
80,GALARIAN,180,True
80,GALARIAN,208,False
80,GALARIAN,254,False
80,GALARIAN,756,False
80,GALARIAN,767,False
80,NORMAL,19,False
80,NORMAL,71,False
80,NORMAL,72,False
80,NORMAL,74,False
80,NORMAL,180,True
80,NORMAL,208,False
80,NORMAL,762,False
80,NORMAL,767,False
81,NORMAL,16,False
81,NORMAL,44,False
81,NORMAL,49,False
81,NORMAL,737,False
81,NORMAL,738,False
81,NORMAL,782,False
81,NORMAL,925,False
82,NORMAL,16,False
82,NORMAL,17,False
82,NORMAL,44,False
82,NORMAL,148,False
82,NORMAL,737,False
82,NORMAL,738,False
82,NORMAL,781,False
82,NORMAL,782,False
82,NORMAL,925,False
83,GALARIAN,80,False
83,GALARIAN,84,False
83,GALARIAN,152,False
83,GALARIAN,732,False
83,GALARIAN,773,False
83,NORMAL,22,False
83,NORMAL,80,False
83,NORMAL,82,False
83,NORMAL,732,False
83,NORMAL,755,True
83,NORMAL,787,False
84,NORMAL,18,False
84,NORMAL,22,False
84,NORMAL,85,True
84,NORMAL,152,False
84,NORMAL,743,False
84,NORMAL,751,False
85,NORMAL,18,False
85,NORMAL,22,False
85,NORMAL,82,True
85,NORMAL,152,False
85,NORMAL,279,False
85,NORMAL,743,False
85,NORMAL,770,False
85,NORMAL,771,False
86,NORMAL,32,True
86,NORMAL,33,False
86,NORMAL,76,False
86,NORMAL,144,False
86,NORMAL,744,False
86,NORMAL,749,False
86,NORMAL,762,True
87,NORMAL,20,False
87,NORMAL,23,False
87,NORMAL,32,True
87,NORMAL,71,False
87,NORMAL,76,True
87,NORMAL,144,False
87,NORMAL,270,False
87,NORMAL,749,True
87,NORMAL,750,False
87,NORMAL,798,False
88,ALOLA,59,False
88,ALOLA,61,False
88,ALOLA,175,False
88,ALOLA,734,False
88,ALOLA,756,False
88,NORMAL,4,False
88,NORMAL,59,False
88,NORMAL,64,False
88,NORMAL,756,False
88,NORMAL,765,False
89,ALOLA,3,False
89,ALOLA,60,False
89,ALOLA,61,False
89,ALOLA,199,False
89,ALOLA,734,False
89,ALOLA,756,False
89,ALOLA,810,False
89,NORMAL,3,False
89,NORMAL,47,False
89,NORMAL,60,False
89,NORMAL,61,False
89,NORMAL,199,False
89,NORMAL,744,True
89,NORMAL,756,False
89,NORMAL,792,False
90,NORMAL,29,False
90,NORMAL,71,False
90,NORMAL,76,False
90,NORMAL,212,False
90,NORMAL,749,False
90,NORMAL,753,False
91,NORMAL,20,True
91,NORMAL,73,False
91,NORMAL,76,False
91,NORMAL,144,False
91,NORMAL,150,False
91,NORMAL,212,False
91,NORMAL,270,False
91,NORMAL,749,False
91,NORMAL,750,False
92,NORMAL,3,False
92,NORMAL,42,True
92,NORMAL,59,False
92,NORMAL,161,False
92,NORMAL,735,True
92,NORMAL,744,False
92,NORMAL,795,False
93,NORMAL,3,False
93,NORMAL,14,False
93,NORMAL,41,False
93,NORMAL,43,False
93,NORMAL,59,False
93,NORMAL,744,True
93,NORMAL,745,False
93,NORMAL,795,False
94,NORMAL,3,True
94,NORMAL,41,True
94,NORMAL,43,False
94,NORMAL,59,False
94,NORMAL,60,True
94,NORMAL,74,True
94,NORMAL,143,False
94,NORMAL,208,False
94,NORMAL,735,False
94,NORMAL,744,True
94,NORMAL,745,False
94,NORMAL,796,False
95,NORMAL,13,False
95,NORMAL,38,True
95,NORMAL,45,True
95,NORMAL,154,False
95,NORMAL,164,False
95,NORMAL,266,False
95,NORMAL,753,False
95,NORMAL,759,False
96,NORMAL,11,False
96,NORMAL,35,False
96,NORMAL,74,False
96,NORMAL,754,False
96,NORMAL,767,False
97,NORMAL,14,False
97,NORMAL,35,True
97,NORMAL,43,False
97,NORMAL,47,False
97,NORMAL,74,False
97,NORMAL,78,False
97,NORMAL,143,False
97,NORMAL,171,False
97,NORMAL,766,False
97,NORMAL,767,False
98,NORMAL,5,False
98,NORMAL,29,False
98,NORMAL,71,False
98,NORMAL,212,False
98,NORMAL,748,False
98,NORMAL,769,False
99,NORMAL,5,False
99,NORMAL,66,False
99,NORMAL,71,False
99,NORMAL,201,False
99,NORMAL,212,False
99,NORMAL,748,True
99,NORMAL,760,False
99,NORMAL,769,False
100,HISUIAN,49,False
100,HISUIAN,85,False
100,HISUIAN,169,False
100,HISUIAN,753,False
100,HISUIAN,781,False
100,NORMAL,16,False
100,NORMAL,49,False
100,NORMAL,65,True
100,NORMAL,163,False
100,NORMAL,738,False
100,NORMAL,753,False
101,HISUIAN,85,False
101,HISUIAN,147,False
101,HISUIAN,169,False
101,HISUIAN,737,False
101,HISUIAN,753,False
101,NORMAL,2,False
101,NORMAL,16,False
101,NORMAL,49,False
101,NORMAL,176,False
101,NORMAL,738,False
101,NORMAL,753,True
101,NORMAL,782,False
102,NORMAL,34,False
102,NORMAL,36,False
102,NORMAL,74,False
102,NORMAL,767,False
102,NORMAL,803,False
103,ALOLA,34,False
103,ALOLA,51,False
103,ALOLA,79,False
103,ALOLA,181,True
103,ALOLA,785,False
103,ALOLA,803,False
103,NORMAL,34,False
103,NORMAL,74,False
103,NORMAL,79,False
103,NORMAL,766,True
103,NORMAL,767,False
103,NORMAL,803,False
103,NORMAL,806,False
104,NORMAL,9,False
104,NORMAL,62,False
104,NORMAL,63,False
104,NORMAL,765,False
104,NORMAL,773,False
105,ALOLA,6,False
105,ALOLA,43,False
105,ALOLA,62,False
105,ALOLA,69,False
105,ALOLA,209,True
105,ALOLA,773,False
105,ALOLA,796,False
105,ALOLA,801,False
105,NORMAL,9,False
105,NORMAL,12,False
105,NORMAL,38,False
105,NORMAL,62,False
105,NORMAL,765,False
105,NORMAL,773,False
106,NORMAL,13,False
106,NORMAL,31,False
106,NORMAL,84,True
106,NORMAL,87,True
106,NORMAL,141,False
106,NORMAL,211,False
106,NORMAL,739,False
106,NORMAL,773,False
106,NORMAL,879,False
107,NORMAL,14,False
107,NORMAL,47,False
107,NORMAL,78,False
107,NORMAL,84,True
107,NORMAL,141,False
107,NORMAL,213,False
107,NORMAL,761,False
107,NORMAL,773,True
107,NORMAL,775,False
108,NORMAL,1,False
108,NORMAL,2,False
108,NORMAL,81,False
108,NORMAL,87,False
108,NORMAL,89,True
108,NORMAL,744,False
108,NORMAL,766,False
109,NORMAL,3,False
109,NORMAL,4,False
109,NORMAL,59,False
109,NORMAL,753,False
109,NORMAL,792,False
110,GALARIAN,2,False
110,GALARIAN,4,False
110,GALARIAN,57,False
110,GALARIAN,166,False
110,GALARIAN,254,False
110,GALARIAN,753,False
110,GALARIAN,876,False
110,NORMAL,3,False
110,NORMAL,43,False
110,NORMAL,49,False
110,NORMAL,59,False
110,NORMAL,753,False
110,NORMAL,792,False
110,NORMAL,891,False
111,NORMAL,63,False
111,NORMAL,86,False
111,NORMAL,87,False
111,NORMAL,765,False
111,NORMAL,773,False
112,NORMAL,7,True
112,NORMAL,12,False
112,NORMAL,13,False
112,NORMAL,180,False
112,NORMAL,266,False
112,NORMAL,765,False
112,NORMAL,773,False
113,NORMAL,2,False
113,NORMAL,55,False
113,NORMAL,74,False
113,NORMAL,754,False
113,NORMAL,766,False
114,NORMAL,59,False
114,NORMAL,79,False
114,NORMAL,81,True
114,NORMAL,168,False
114,NORMAL,746,False
114,NORMAL,792,False
115,NORMAL,12,False
115,NORMAL,84,True
115,NORMAL,87,True
115,NORMAL,173,False
115,NORMAL,175,False
115,NORMAL,213,False
115,NORMAL,739,False
115,NORMAL,765,False
116,NORMAL,17,False
116,NORMAL,29,False
116,NORMAL,51,False
116,NORMAL,762,False
116,NORMAL,769,False
117,NORMAL,20,True
117,NORMAL,51,False
117,NORMAL,73,False
117,NORMAL,144,False
117,NORMAL,736,False
117,NORMAL,762,False
118,NORMAL,33,False
118,NORMAL,71,False
118,NORMAL,86,False
118,NORMAL,743,False
118,NORMAL,748,False
119,NORMAL,7,False
119,NORMAL,19,False
119,NORMAL,23,True
119,NORMAL,71,False
119,NORMAL,76,True
119,NORMAL,743,False
119,NORMAL,756,True
119,NORMAL,815,False
120,NORMAL,29,False
120,NORMAL,39,False
120,NORMAL,85,False
120,NORMAL,753,False
120,NORMAL,762,False
121,NORMAL,11,False
121,NORMAL,19,False
121,NORMAL,39,False
121,NORMAL,48,False
121,NORMAL,73,False
121,NORMAL,74,False
121,NORMAL,180,False
121,NORMAL,753,True
121,NORMAL,762,False
121,NORMAL,813,False
121,NORMAL,924,False
122,MIME,11,False
122,MIME,43,False
122,MIME,74,False
122,MIME,766,False
122,MIME,767,False
122,MIME,880,False
122,MIME,924,False
122,MIME_GALARIAN,11,False
122,MIME_GALARIAN,14,False
122,MIME_GALARIAN,74,False
122,MIME_GALARIAN,278,False
122,MIME_GALARIAN,766,False
122,MIME_GALARIAN,767,False
123,NORMAL,22,False
123,NORMAL,26,True
123,NORMAL,28,False
123,NORMAL,66,False
123,NORMAL,279,False
123,NORMAL,732,False
123,NORMAL,771,True
123,NORMAL,787,False
124,NORMAL,14,True
124,NORMAL,35,False
124,NORMAL,54,False
124,NORMAL,143,False
124,NORMAL,150,False
124,NORMAL,750,False
124,NORMAL,754,True
124,NORMAL,767,False
125,NORMAL,47,False
125,NORMAL,48,False
125,NORMAL,49,False
125,NORMAL,737,False
125,NORMAL,739,False
126,NORMAL,8,False
126,NORMAL,69,False
126,NORMAL,78,False
126,NORMAL,280,False
126,NORMAL,740,False
126,NORMAL,741,False
127,NORMAL,5,False
127,NORMAL,30,True
127,NORMAL,66,False
127,NORMAL,141,False
127,NORMAL,205,False
127,NORMAL,732,False
127,NORMAL,733,False
127,NORMAL,773,False
128,NORMAL,12,False
128,NORMAL,45,False
128,NORMAL,86,False
128,NORMAL,279,False
128,NORMAL,753,False
128,NORMAL,766,False
128,PALDEA_AQUA,12,False
128,PALDEA_AQUA,32,False
128,PALDEA_AQUA,45,False
128,PALDEA_AQUA,279,False
128,PALDEA_AQUA,753,False
128,PALDEA_AQUA,766,False
128,PALDEA_AQUA,879,False
128,PALDEA_BLAZE,12,False
128,PALDEA_BLAZE,45,False
128,PALDEA_BLAZE,67,False
128,PALDEA_BLAZE,279,False
128,PALDEA_BLAZE,753,False
128,PALDEA_BLAZE,766,False
128,PALDEA_BLAZE,879,False
128,PALDEA_COMBAT,12,False
128,PALDEA_COMBAT,45,False
128,PALDEA_COMBAT,141,False
128,PALDEA_COMBAT,279,False
128,PALDEA_COMBAT,753,False
128,PALDEA_COMBAT,766,False
128,PALDEA_COMBAT,879,False
129,NORMAL,91,False
129,NORMAL,763,False
130,NORMAL,33,True
130,NORMAL,50,False
130,NORMAL,51,True
130,NORMAL,73,False
130,NORMAL,173,False
130,NORMAL,175,False
130,NORMAL,734,False
130,NORMAL,736,False
130,NORMAL,785,True
130,NORMAL,815,False
131,NORMAL,19,True
131,NORMAL,20,False
131,NORMAL,51,True
131,NORMAL,73,False
131,NORMAL,180,False
131,NORMAL,198,False
131,NORMAL,297,False
131,NORMAL,749,True
131,NORMAL,750,False
131,NORMAL,762,False
131,NORMAL,924,False
132,NORMAL,91,False
132,NORMAL,774,False
133,NORMAL,9,False
133,NORMAL,85,False
133,NORMAL,89,True
133,NORMAL,196,True
133,NORMAL,751,False
133,NORMAL,753,False
134,NORMAL,33,False
134,NORMAL,71,False
134,NORMAL,72,True
134,NORMAL,73,False
134,NORMAL,196,True
134,NORMAL,270,False
134,NORMAL,762,False
135,NORMAL,16,False
135,NORMAL,48,False
135,NORMAL,49,False
135,NORMAL,148,True
135,NORMAL,196,True
135,NORMAL,737,False
135,NORMAL,782,False
136,NORMAL,8,False
136,NORMAL,21,True
136,NORMAL,69,False
136,NORMAL,166,False
136,NORMAL,196,True
136,NORMAL,205,True
136,NORMAL,741,False
136,NORMAL,801,False
137,NORMAL,2,False
137,NORMAL,11,True
137,NORMAL,16,True
137,NORMAL,65,True
137,NORMAL,79,False
137,NORMAL,148,False
137,NORMAL,753,True
137,NORMAL,766,True
